"Content_ID","Map_ID","Content_Concept_1","Content_Relation_Direction","Content_Relation_Type","Content_Concept_2","Content_Username","Content_IP","Content_Date","Content_Merged_Concept_1","Content_Merged_Concept_2","Content_Source_ID","Content_Speech_ID","Content_Remark","User_ID","Content_Relation_Remark_Choice","Content_Relation_Explanation"
12121,429,"recent developments witin emu","negative","Causal","fast euro adoption","femke","83.87.191.220","4/25/2017 17:14:10","Euro-crisis","Membership of the Euro",3004,434,,1,,"are not encouraging for"
12122,429,"recent developments witin emu","negative","Causal","european partners to embrace countries with weak fundamentals and poor policy records","femke","83.87.191.220","4/25/2017 17:14:54","Euro-crisis","Membership of the Euro",3004,434,,1,,"are not encouraging for"
12123,429,"countries with weak fundamentals /and poor policy records","positive","Causal","european partners to embrace","femke","83.87.191.220","4/25/2017 17:15:59","Strength of our economy","Membership of the Euro",3004,434,,1,,"are not encouraging for"
12124,429,"poor policy records","positive","Causal","european partners to embrace","femke","83.87.191.220","4/25/2017 17:16:26","Sound national economic and financial policy","Membership of the Euro",3004,434,,1,,"are not encouraging for"
12125,429,"stability oriented economic policy","positive","Causal","Hungary needs","femke","83.87.191.220","4/25/2017 17:17:21","Sound national economic and financial policy","Benefit of our state",3005,434,,1,,
12126,429,"steps taken towards restoring equilibrium","negative","Causal","meeting the convergence criteria","femke","83.87.191.220","4/25/2017 17:19:07","Macroeconomic imbalances","Convergence criteria",3005,434,"*",1,,"also facilitate"
12127,429,"steps taken towards creating a sustainable macroeconomic path","positive","Causal","meeting the convergence criteria","femke","83.87.191.220","4/25/2017 17:20:09","Structural reforms","Convergence criteria",3005,434,,1,,"also facilitate"
12128,429,"meeting the convergence criteria","positive","Causal","the adoption of the euro","femke","83.87.191.220","4/25/2017 17:20:55","Convergence criteria","Membership of the Euro",3005,434,,1,,"required for"
12129,429,"stable fundamentals","positive","Causal","target date for the adoption of the euro","femke","83.87.191.220","4/25/2017 17:22:52","Strength of our economy","Membership of the Euro",3005,434,,1,,"may be based on"
12130,429,"clear result in the fields of price stability","positive","Causal","target date for the adoption of the euro","femke","83.87.191.220","4/25/2017 17:23:14","Price stability","Membership of the Euro",3005,434,,1,,"may be based on"
12131,429,"clear result in the fields of fiscal discipline","positive","Causal","target date for the adoption of the euro","femke","83.87.191.220","4/25/2017 17:23:33","Fiscal discipline","Membership of the Euro",3005,434,,1,,"may be based on"
12132,433,"The countries nearest to the centre of the world economy used the strong balances of their central banks","positive","Causal","pump money into the system","femke","83.87.191.220","6/25/2017 10:06:41","[E]CB policy","Expansionary monetary policy",3043,438,,7,,"to"
12134,433,"The countries nearest to the centre of the world economy used the strong balances of their central banks","positive","Causal","guarentee the obligations of the commercial banks","femke","83.87.191.220","6/25/2017 10:07:38","[E]CB policy","bail-outs",3043,438,"Hier wist ik niet zo goed welk merged concept het best past bij concept 2",7,,"and to"
12136,433,"Government financed deficit increases","positive","Causal","the economy to an unprecedented extend","lieke","145.107.153.30","4/28/2017 09:25:52","excessive deficits","economic stimulation",3043,438,,7,,"to stimulate"
12138,433,"But the growing belief that the global financial system","non-existent","Causal","the great collapse and that we are slowly returning to a state of business as usual, is a serious misunderstanding of the current situation","femke","83.87.191.220","6/25/2017 10:10:23","Expansionary monetary policy","solving the crisis",3043,438,,7,,"has avoided"
12139,433,"The globalisation was a success","positive","Causal","forced countries to remove regulation","femke","83.87.191.220","6/25/2017 10:11:31","globalisation","Liberalisation",3044,438,,7,,"in that it"
12140,433,"the process","non-existent","Causal","the other way around","lieke","145.107.153.30","4/28/2017 09:36:01","globalisation","economic policy harmonisation",3044,438,,7,,"does not work"
12142,433,"Different countries and different interests","negative","Causal","different solutions","femke","83.87.191.220","6/25/2017 10:13:57","Divergent interests","International cooperation",3044,438,"*",7,,"which drives them towards"
12143,433,"In the 1930's, trade protectionism","positive","Causal","bad situation even worse","lieke","145.107.153.30","4/28/2017 09:48:01","Protectionism","crisis",3044,438,,7,,"made a"
12144,433,"Today, an increasing financial protectionism","positive","Causal","an even greater threat tot he global economy","lieke","145.107.153.30","4/28/2017 09:48:47","Protectionism","crisis",3044,438,,7,,"entails"
12145,436,"Where a Greek exit from the euro","negative","Causal","negative consequences for the particular country","lieke","145.107.153.30","4/28/2017 10:23:19","Grexit","Benefit of debt-states",3061,441,,7,,"would have"
12146,436,"Where a Spanish exit from the euro","negative","Causal","negative consequences for the particular country","femke","83.87.191.220","6/25/2017 10:17:32","EMU split-off","Benefit of debt-states",3061,441,,7,,"would have"
12147,436,"from exiting the common currency","positive","Causal","There are vast economic gains for Germany","femke","83.87.191.220","6/25/2017 10:18:32","DM","German economic strength",3061,441,,7,,"to make"
12148,437,"fixed currency rates in Europe were falling","positive","Other","the EUm and especially the Eurozone, was ruled out as economic engine","femke","83.87.191.220","6/25/2017 10:21:08","Stability of single currency","Economic strong Europe",,442,"*",7,,"that the"
12149,437,"Southern European countries with Greece at the forefront","negative","Other","dissolution of the euro","femke","83.87.191.220","6/25/2017 10:21:23","Greek fiscal crisis","Survival of EMU",3062,442,,7,,"would force a"
12150,437,"Germany have managed the largest increase of BNP since the reunion","positive","Causal","eurozone ruled out as economic engine","femke","83.87.191.220","6/25/2017 10:22:23","German economic strength","Economic strong Europe",3062,442,,7,,"now"
12151,437,"It is not German state support","non-existent","Causal","the German industry through the crisis","femke","83.87.191.220","6/25/2017 10:24:20","Government investment","German economic strength",3063,442,,7,,"which has carried"
12152,437,"long before the crisis agreeing to show restraint- companies and workers","positive","Causal","to carrying the German industry through the crisis]","femke","83.87.191.220","6/25/2017 10:25:30","Reduction in labour unit costs","German economic strength",3063,442,,7,,"first and foremost by"
12153,437,"but also during the crisis, agreeing to work less and receive a corresponding salary reduction","positive","Causal","Companies and workers gave contributed positively [to carrying the German industry through the crisis]","femke","83.87.191.220","6/25/2017 10:26:48","flexible labour markets","German economic strength",3063,442,,7,,"by"
12154,438,"Large debt in several EU countries","negative","Causal","acts as a buzz killer - also in Denmark","lieke","145.107.153.30","4/28/2017 11:50:14","excessive debt","Benefit of the MS",3064,443,,7,,
12155,438,"the debt","positive","Causal","a financial crisis","femke","83.87.191.220","6/25/2017 10:29:10","excessive debt","Euro-crisis",3064,443,,7,,"has triggered"
12156,438,"Which [a financial crisis]","positive","Causal","on the short term threatens to throw large shadows over the economies of Europe","femke","83.87.191.220","6/25/2017 10:29:27","Euro-crisis","Economic depression",3064,443,,7,,"which"
12157,438,"Which [a financial crisis]","negative","Causal","[threatens to throw large shadows] over Danish growth","femke","83.87.191.220","6/25/2017 10:29:47","Euro-crisis","economic growth",3064,443,"*",7,,"and thus"
12158,438,"Which [a financial crisis]","negative","Causal","[threatens to throw large shadows] over Danish employment","femke","83.87.191.220","6/25/2017 10:30:04","Euro-crisis","Employment",3064,443,"*",7,,"and thus"
12159,438,"The euro-collaboration","positive","Causal","the euro-countries to clean up their economic mess","femke","85.255.233.47","6/29/2017 17:25:44","EMU","Structural reforms",3064,443,,7,,"forces"
12160,438,"euro-collaboration","positive","Causal","radical demands of tightening the economy","femke","85.255.233.47","6/29/2017 17:26:09","EMU","Fiscal discipline",3064,443,,7,,"this entails"
12161,438,"euro coll","non-existent","Causal","superficial adjustments","femke","85.255.233.47","6/29/2017 17:26:35","EMU","Mere symbolic gestures",3064,443,,7,,"this entails"
12162,438,"The euro, so to speak","positive","Causal","put a move on the initiation of reforms in even the most remote regions of Europe","lieke","145.107.153.30","4/28/2017 12:12:24","Euro-crisis","Structural reforms",3065,443,,7,,"thus functions as a lever to"
12163,438,"The euro, so to speak","positive","Causal","put a move on the initiation of privatisations in even the most remote regions of Europe","femke","83.87.191.220","6/25/2017 10:34:21","Euro-crisis","Privatisation",3065,443,,7,,"thus functions as a lever to"
12164,438,"And on the long term this [put a move on the initiation of reforms in even the most remote regions of Europe]","positive","Causal","will serve the Danish economy well","lieke","145.107.153.30","4/28/2017 12:15:26","Structural reforms","Benefit of our state",3065,443,,7,,
12165,438,"And on the long term this [put a move on the initiation of privatisations in even the most remote regions of Europe]","positive","Causal","will serve the Danish economy well","femke","83.87.191.220","6/25/2017 10:34:53","Privatisation","Benefit of our state",3065,443,,7,,
12166,438,"irresponsible economic behaviour in the member states","positive","Causal","the crisis","lieke","145.107.153.30","4/28/2017 12:17:35","counterproductive economic measures","Euro-crisis",3065,443,,7,,"is rooted in"
12167,438,"close collaboration","negative","Causal","we are better equipped to handle a cross-boundary economic crisis","lieke","145.107.153.30","4/28/2017 12:19:03","European cooperation","Euro-crisis",3065,443,"*",7,,"in"
12168,438,"separation","negative","Causal","we are better equipped to handle a cross-boundary economic crisis","lieke","145.107.153.30","4/28/2017 12:20:44","European cooperation","Euro-crisis",3065,443,"*",7,,"than in"
12169,438,"being out side the eurozone","negative","Other","Denmark is better served","femke","83.87.191.220","6/25/2017 10:37:45","Membership of the Euro","Benefit of our state",3066,443,"*",7,"it still sounds from several sides",
12170,438,"we are not part of the euro","positive","Other","Denmark avoids paying the bill for the rescue packages to the crisis affected countries","femke","83.87.191.220","6/25/2017 10:38:14","Membership of the Euro","Our state bailing out Eurozone states",3066,443,,7,"it is inter alia argued","because"
12171,438,"If Greece exits the euro","positive","Causal","reintroduce the drachma and ... through devaluation","femke","83.87.191.220","6/25/2017 10:44:30","Grexit","Devaluation",3068,443,,7,,"in order to"
12172,438,"devaluation","negative","Causal","reduce its [Greece] debt","lieke","145.107.153.30","4/28/2017 12:37:34","Devaluation","Public debt",3068,443,,7,,"through"
12173,438,"If Greece exits the euro","negative","Causal","the banks and pension funds, which have funded the Greek debt securities, will be strongly affected","femke","83.87.191.220","6/25/2017 10:45:10","Grexit","Benefit of market parties",3068,443,,7,,
12174,438,"If Greece exits the euro","negative","Causal","Here the Danish banks and pension funds are also at risk","lieke","145.107.153.30","4/28/2017 12:39:30","Grexit","Benefit of our state",3068,443,,7,,
12175,438,"The losses would be so clear cut/ of grexit","positive","Causal","Governments throughout Europe would be compelled to come up with bank packages","femke","83.87.191.220","6/25/2017 10:45:47","Grexit","bail-outs",3068,443,,7,,"that"
12176,438,"Governments throughout Europe would be compelled to come up with bank packages","positive","Causal","complete financial meltdown","lieke","145.107.153.30","4/28/2017 12:46:57","bail-outs","stability of financial system",3068,443,,7,,"to avoid"
12177,438,"Governments throughout Europe would be compelled to come up with bank packages","negative","Causal","further bank catastrophes","femke","83.87.191.220","6/25/2017 10:47:19","bail-outs","Banking crisis",3068,443,,7,,"to avoid"
12178,438,"While a Greek farewell to the Euro","negative","Causal","would be expensive for Denmark","lieke","145.107.153.30","4/28/2017 12:48:42","Grexit","Benefit of our state",3068,443,,7,,
12179,438,"to fully support the euro","positive","Causal","it would be benificial for Denmark","femke","83.87.191.220","6/25/2017 10:48:01","Political commitment","Benefit of our state",3068,443,,7,,
12180,438,"and actually enforce the demands of financial tightening","positive","Causal","it would be benificial for Denmark","femke","83.87.191.220","6/25/2017 10:48:31","Fiscal discipline","Benefit of our state",3068,443,,7,,
12181,438,"A strong euro collaboration","positive","Causal","future growth","femke","83.87.191.220","6/25/2017 10:49:09","Successful EMU","economic growth",3068,443,,7,,"is the foundation for"
12182,438,"A strong euro collaboration","positive","Causal","job creation","femke","83.87.191.220","6/25/2017 10:49:31","Successful EMU","Employment",3068,443,,7,,"is the foundation for"
12183,435,"Preserving financial stability in the economic and monetary union","positive","Causal","has been a fundamental objective of the European Commission","rik","86.91.73.170","4/30/2017 15:21:34","Stability of Eurozone","benefit of all",3058,440,,8,,
12184,435,"the European Central Bank's decision on outright monetary transactions","positive","Causal","Europe has made significant progress in crisis resolution","rik","86.91.73.170","4/30/2017 15:24:47","ECB asset purchases","crisis management system",3058,440,,8,,"with"
12185,435,"inauguration of the European Stability Mechanism","positive","Causal","Europe has made significant progress in crisis resolution","rik","86.91.73.170","4/30/2017 15:26:32","ESM","crisis management system",3058,440,,8,,"with"
12186,435,"inauguration of the European Stability Mechanism","positive","Causal","countries regaining market acces","rik","86.91.73.170","4/30/2017 21:43:50","ESM","Return to market based financing",3058,440,,8,,"can benefit"
12187,435,"European Central Bank's decision on outright monetary transactions","positive","Causal","countries regaining market acces","rik","86.91.73.170","4/30/2017 21:45:20","ECB asset purchases","Return to market based financing",3058,440,,8,,"can benefit"
12188,435,"sever the link between banks and sovereigns","negative","Causal","I welcomed","rik","86.91.73.170","4/30/2017 21:48:22","Sovereign-bank nexus","benefit of all",3058,440,,8,,
12189,435,"call for the Eurogroup to examine the situation of the Irish financial sector with view to further enhancing the dustainability of the well-performing adjustment programme","positive","Causal","I welcomed","rik","86.91.73.170","4/30/2017 21:51:33","Economic Adjustment Programme for Ireland","benefit of all",3059,440,,8,,
12190,435,"the implementation of these commitments","negative","Causal","the right solution for Ireland","rik","86.91.73.170","4/30/2017 21:53:08","Compliance","Irish crisis",3059,440,,8,,"to find"
12191,435,"Ireland's strong track record of implementing reform","positive","Causal","returning to sustainable growth","femke","83.87.191.220","6/29/2017 09:06:42","Structural reforms","sustainable economic growth",3060,440,,8,,"have been laying the foundations for"
12192,435,"Ireland's strong track record of implementing reform","positive","Causal","job creation","femke","83.87.191.220","6/29/2017 09:06:59","Structural reforms","Employment",3060,440,,8,,"have been laying the foundations for"
12193,435,"solidarity from its European and international partners","positive","Causal","returning to sustainable growth","rik","86.91.73.170","4/30/2017 21:56:58","solidarity","sustainable economic growth",3060,440,,8,,"have been laying the foundations for"
12194,435,"solidarity from its European and international partners","positive","Causal","job creation","rik","86.91.73.170","4/30/2017 21:57:46","solidarity","Employment",3060,440,,8,,"have been laying the foundations for"
12195,439,"Jean-Claude Trichet was beastly to us","non-existent","Causal","Ireland did not end up in a bailout","femke","83.87.191.220","6/29/2017 09:12:54","[E]CB policy","Irish crisis",3069,444,,8,,"not ... because"
12196,439,"he sent us rude correspondence in November 2010","non-existent","Causal","Ireland did not end up in a bailout","femke","83.87.191.220","6/29/2017 09:13:07","[E]CB policy","Irish crisis",3069,444,,8,,"nor because"
12197,439,"experienced the worst crash in the developed world","positive","Causal","they were only in a position to make threats because","rik","86.91.73.170","4/30/2017 22:23:38","Irish crisis","[E]CB policy",3069,444,,8,,
12198,439,"we had not supervised our banks properly","negative","Causal","that","rik","86.91.73.170","4/30/2017 22:28:16","financial regulation","Irish crisis",3070,444,"*",8,,"why was"
12199,439,"we allowed an enormous property bubble to inflate","positive","Causal","that","rik","86.91.73.170","4/30/2017 22:30:01","Property boom","Irish crisis",3070,444,,8,,"why was"
12200,439,"we cut taxes while we raised expenditure","positive","Causal","that","femke","83.87.191.220","6/29/2017 09:14:40","excessive debt","Irish crisis",3070,444,,8,,"why was"
12201,439,"the windfall taxes from property transactions evaporated overnight","positive","Causal","deficit was suddenly gigantic","femke","83.87.191.220","6/29/2017 09:15:18","decline in fiscal revenue","excessive deficits",3070,444,,8,,"when"
12202,439,"our deficit was suddenly gigantic","positive","Causal","that","rik","86.91.73.170","4/30/2017 22:34:49","excessive deficits","Irish crisis",3070,444,,8,,"why was"
12203,439,"the governments implemented policies that would get them re-elected, rather than the ones that were right for the country","positive","Causal","that","femke","83.87.191.220","6/29/2017 09:15:53","counterproductive economic measures","Irish crisis",3070,444,,8,,"why was"
12204,439,"Europe, .... by maximising the side of the bank debts that it then forced the state to make good","positive","Causal","things worse","rik","86.91.73.170","4/30/2017 23:16:08","Our state guarenteeing Eurozone banks","Irish crisis",3071,444,,8,,"made"
12205,439,"Deauville Declaration","negative","Causal","the idiotic","femke","83.87.191.220","6/29/2017 09:18:49","Bail-in","benefit of all",3071,444,,8,,
12206,439,"Deauville Declaration","negative","Causal","spooked depositors and investors alike","femke","83.87.191.220","6/29/2017 09:19:04","Bail-in","Market trust",3071,444,,8,,
12207,439,"The ECB","negative","Causal","imposing burden-sharing on the bondholders that had unwisely loaned money to reckless banks","femke","83.87.191.220","6/29/2017 09:19:48","[E]CB policy","Bail-in",3071,444,,8,,"prevented ... from"
12208,439,"we had run out of money","positive","Causal","a bailout","femke","83.87.191.220","6/29/2017 09:21:08","excessive deficits","Fiscal support package",3072,444,"*",8,,"because"
12209,439,"locked out of bond market","negative","Causal","unable to borrow to fund its current deficit","femke","83.87.191.220","6/29/2017 09:21:45","Return to market based financing","MS problems with refinancing debt",3072,444,"*",8,,","
12210,439,"circumstance","negative","Causal","locked out of bond market","femke","83.87.191.220","6/29/2017 09:22:09","Exceptional circumstances","Return to market based financing",3072,444,,8,,"some of it"
12211,439,"European malfeasance or stupidity","negative","Causal","locked out of bond market","femke","83.87.191.220","6/29/2017 09:22:55","[E]CB policy","Return to market based financing",3072,444,,8,,"is was"
12212,439,"even if The ECB hadn't pressurised Ireland","positive","Causal","a bailout, not really","femke","83.87.191.220","6/29/2017 09:24:18","National policies","Fiscal support package",3072,444,,8,,"is it feasible not have ended up in"
12213,439,"successive administrations had governed in more farsighted, predent a less political ways","positive","Causal","the economic crash would have been much more managable when it come","femke","83.87.191.220","6/29/2017 09:25:05","counterproductive economic measures","Irish crisis",3073,444,,8,,
12215,439,"the external conditions to deteriorate","negative","Causal","the markets on which we must continue to borrow might (bully us)","femke","83.87.191.220","6/29/2017 09:26:03","Economic depression","Market trust",3075,444,,8,,"were"
12216,439,"debt reduction","negative","Causal","the need for these","femke","83.87.191.220","6/29/2017 09:26:35","excessive debt","Benefit of our state",3075,444,,8,,
12217,439,"budgetary discipline","positive","Causal","the need for these","femke","83.87.191.220","6/29/2017 09:26:48","Fiscal discipline","Benefit of our state",3075,444,,8,,
12218,439,"deficit eliminiation","negative","Causal","the need for these","femke","83.87.191.220","6/29/2017 09:27:01","Budgetary deficits","Benefit of our state",3075,444,,8,,
12219,440,"how severe the crisi might get","non-existent","Causal","Eu s richt auntie germany to race to our rescue","femke","145.15.244.115","6/29/2017 12:01:02","Euro-crisis","Fiscal support package",3076,445,,8,,"we cannot count on"
12220,440,"my large investment friend - buyingand selling greek bonds","positive","Causal","it is a wonderful day - profit","femke","145.15.244.115","6/29/2017 12:02:23","Greek fiscal crisis","Benefit of market parties",3076,445,"
",8,,
12223,440,"the promise from Brussels that the EU would stand by Greece","non-existent","Causal","Greek bonds were trading at levels that suggested Kenya and Colombia are a safer investment","rik","109.33.101.61","5/1/2017 09:08:07","Political commitment","increase in sovereign bond yields",3078,445,,8,,"despite"
12224,440,"This news (the country asked the IMF and the EU to provide it with a loan)","negative","Causal","not good for the Irish taxpayers","femke","145.15.244.115","6/29/2017 12:03:34","Fiscal support package","Benefit of the people",3078,445,,8,,"is"
12225,440,"The entire package of EUR45bn","non-existent","Causal","alleviate longer term pressures on its governments","femke","145.15.244.115","6/29/2017 12:05:03","Fiscal support package","Greek fiscal crisis",3079,445,,8,,"not enough to"
12226,440,"The EU is unlikely to underwrite any additional money","negative","Causal","the financial markets are unlikely to ease their pressures on Greece and its second-sickest euro area cousin, Portugal","femke","145.15.244.115","6/29/2017 12:07:13","2nd bail-out package","Market trust",3079,445,"*",8,,"All of which means"
12227,440,"70pc of German voters are now opposing bailing out Greece in the first instance","positive","Causal","The EU is unlikely to underwrite any additional money","femke","145.15.244.115","6/29/2017 12:07:56","Public support","2nd bail-out package",3079,445,"*",8,,
12232,440,"the collapse of the eurozone","positive","Causal","the worst case scenario","rik","83.83.13.137","5/1/2017 11:09:35","Survival of EMU","benefit of all",3081,445,"*",8,,
12234,440,"Restoration of the Irish punt","negative","Causal","wiping out our exports","femke","145.15.244.115","6/29/2017 12:12:42","EMU split-off","export-level",3081,445,,8,,"would see us"
12235,440,"whiping out export","negative","Causal","burring our private economy under an even greater mountain of debt","femke","145.15.244.115","6/29/2017 12:13:43","export-level","private debt",3081,445,"*",8,,"would see us"
12236,440,"having control over our exit from the euro","positive","Causal","between a rock and a rad place","rik","83.83.13.137","5/1/2017 11:22:58","Membership of the Euro","benefit of all",3081,445,,8,,"without .. we will"
12237,440,"the deal signed by Brian Cowen","positive","Causal","break even for the taxpayers","femke","145.15.244.115","6/29/2017 12:16:29","Economic Adjustment Programme for Ireland","Shifting burden to taxpayer",3082,445,,8,,"was never expected to"
12238,440,"more deficit financing risks","positive","Causal","Ireland a client of the IMF","femke","145.15.244.115","6/29/2017 12:21:20","excessive deficits","Financial support via IMF",3083,445,,8,,"making"
12239,441,"aid package greece","negative","Causal","pulling it out of debt crisis","femke","89.248.140.22","6/29/2017 13:15:44","Fiscal support package","Greek fiscal crisis",3084,446,,8,,"with the aim of"
12240,441,"if the initial EUR40bn package is to be followed by more","negative","Causal","the euro will be weakened","rik","83.83.13.137","5/1/2017 12:08:59","2nd bail-out package","Stability of single currency",3085,446,,8,,"if"
12241,441,"the EU Commission and the ECB need to decide at what point it continues to make sense to feed Greece's huge appettite for debt financing","positive","Causal","need to","rik","83.83.13.137","5/1/2017 12:10:41","EU leadership","benefit of all",3085,446,,8,,
12242,441,"So Irish borrowed money","positive","Causal","boost the balance sheet of financial operators who are effectively speculating against Greece","rik","83.83.13.137","5/1/2017 12:13:24","Our state bailing out Eurozone states","Recapitalisation of banks",3086,446,,8,,
12243,442,"the EUR100bn bailout","positive","Other","welcomes as victory for spain and eurozone","femke","89.248.140.22","6/29/2017 13:24:19","EU fiscal support for Spain","Benefit of others",3087,447,,8,"these optimistic comments give a most misleading view",
12244,442,"the move","positive","Other","the health of the eurozone","femke","89.248.140.22","6/29/2017 13:24:39","EU fiscal support for Spain","Stability of Eurozone",3087,447,,8,"these optimistic comments give a most misleading view","important for the"
12245,442,"the move","positive","Other","to European financial union","femke","89.248.140.22","6/29/2017 13:25:46","EU fiscal support for Spain","European economic unification",3087,447,,8,,"a step on the path to"
12246,442,"that the arrangement for spain","negative","Other","make a similar distinction between bank and sovereign debt","rik","83.83.13.137","5/1/2017 12:27:45","Fiscal support package","Sovereign-bank nexus",3088,447,,8,"It has been speculated .. This is not so","might help"
12247,442,"the arrangement for Spain","negative","Causal","concessions on our bank debt","femke","89.248.140.22","6/29/2017 13:29:17","EU fiscal support for Spain","Debt restructuring",3088,447,,8,"It has been speculated .. This is not so","might help us to ... obtain"
12248,442,"the Yes vote in the fiscal treaty referendum","non-existent","Causal","leverage in this area","femke","89.248.140.22","6/29/2017 13:29:48","Public support","Power",3088,447,,8,"the naive idea that - not so","could give us"
12249,442,"concessions on the bank debt","positive","Causal","we should have","rik","83.83.13.137","5/1/2017 13:31:50","Debt restructuring","benefit of all",3088,447,,8,,
12250,442,"Government must continue to argue it strongly","positive","Causal","must","rik","83.83.13.137","5/1/2017 13:33:02","Political commitment","benefit of all",3088,447,,8,,
12251,442,"tackle the structural reforms on which it has made such poor progress","positive","Causal","must","rik","83.83.13.137","5/1/2017 13:35:10","Structural reforms","benefit of all",3088,447,,8,,
12252,442,"the 'collective' recapitalisation of eurozone banks","positive","Causal","What would indeed benefit Ireland - and everybody else","femke","89.248.140.22","6/29/2017 13:32:11","European common bank resolution fund","Benefit of our state",3089,447,,8,,
12253,442,"the 'collective' recapitalisation of eurozone banks","positive","Causal","fiscal union","femke","212.140.173.242","6/30/2017 17:55:28","European common bank resolution fund","Fiscal union",3089,447,,8,,"step on the way to"
12254,442,"fiscal union","positive","Causal","Germany would be one of the major beneficiaries","femke","212.140.173.242","6/30/2017 17:55:40","Fiscal union","Benefit of the creditor states",3089,447,,8,,
12255,442,"they spur Europe's leaders into showing their fitness for office","positive","Causal","the economy","femke","89.248.140.22","6/29/2017 13:34:12","EU leadership","Economic strong Europe",3090,447,,8,,"could work wonders for"
12256,442,"devising a workable scheme for the European Union","positive","Causal","the economy","femke","89.248.140.22","6/29/2017 13:34:50","Reform of EU","Economic strong Europe",3090,447,,8,,"they could work wonders for"
12257,442,"they spur Europe's leaders into showing their fitness for office","positive","Causal","the morale of the people","rik","83.83.13.137","5/1/2017 13:47:24","EU leadership","Peoples trust [in the future]",3090,447,,8,,"they could work wonders for"
12258,442,"devise a workable scheme for European Union","positive","Causal","the morale of the people","femke","89.248.140.22","6/29/2017 13:35:28","Reform of EU","Peoples trust [in the future]",3090,447,,8,,"they could work wonders for"
12259,443,"an election","negative","Causal","comfort to those who want the country to remain in the eurozone","rik","83.83.13.137","5/1/2017 14:08:13","Democracy","Grexit",3091,448,,8,,"which brought some"
12261,443,"it can convince the people that austerity is preferable to a chaotic default and exit from the monetary union","negative","Causal","the chances of medium-term survival for such a government","rik","83.83.13.137","5/1/2017 14:14:45","public support for Euro","Political instability",3092,448,,8,,"they will depend in large part"
12262,443,"the far-left Syriza party","negative","Causal","the flames of their anger will continue to be fanned","femke","89.248.140.22","6/29/2017 13:41:08","Populism","public support for Euro",3092,448,,8,,"by"
12263,443,"an easing of the bailout terms","positive","Causal","intense interest in Ireland","femke","89.248.140.22","6/29/2017 13:41:47","Flexible application of EFSF and ESM","Benefit of our state",3093,448,,8,,"This should provoke"
12264,443,"the creation of eurobond","positive","Causal","""communitise"" European debt","rik","83.83.13.137","5/1/2017 14:22:36","eurobonds","Mutualising debt",3094,448,,8,,"which would"
12265,443,"construction of a fiscal union with power over national budgets","positive","Causal","eurobonds","femke","212.140.173.242","6/30/2017 17:56:15","Fiscal union","eurobonds",3094,448,,8,,"could come about only after"
12266,443,"mass unemployment","positive","Causal","social unrest","rik","83.83.13.137","5/1/2017 14:25:58","Employment","Social cohesion",3095,448,"*",8,,"leading to"
12267,443,"fiscal union","positive","Causal","Europe's people will accept","femke","212.140.173.242","6/30/2017 17:56:27","Fiscal union","Benefit of the people",3095,448,,8,,
12268,443,"the current leisurely pace","positive","Causal","moves cannot be made","rik","83.83.13.137","5/1/2017 14:31:09","fast and efficient decisionmaking","benefit of all",3095,448,,8,,
12269,443,"Patchwork","negative","Causal","will no longer serve","femke","89.248.140.22","6/29/2017 13:43:43","Ideological compromise","benefit of all",3095,448,,8,,
12270,444,"loss of sovereignty back in 2010","positive","Causal","All the wailing and screaming","rik","83.83.13.137","5/1/2017 14:51:50","Sovereignty","Peoples trust [in the future]",3096,449,,8,,
12271,444,"pick-up in consumer spending","positive","Causal","Modest growth","rik","83.83.13.137","5/1/2017 14:53:30","Private consumption","economic growth",3097,449,,8,,"has been driven by"
12272,444,"domestic demand","positive","Causal","powerhouse Germany saw GDP rise 0,3pc","rik","83.83.13.137","5/1/2017 14:55:21","Domestic demand","economic growth",3097,449,,8,,"was exclusively driven by"
12273,444,"Germany continues","positive","Causal","growth","rik","83.83.13.137","5/1/2017 14:56:22","German economic strength","economic growth",3097,449,,8,,"to be the main driver of"
12274,444,"consumer speding","positive","Causal","growth","rik","83.83.13.137","5/1/2017 14:58:06","Private consumption","economic growth",3097,449,,8,,"as"
12275,444,"exports remain healthy","positive","Causal","Germany continues to be the main driver of growth","rik","83.83.13.137","5/1/2017 14:59:42","export-level","economic growth",3097,449,,8,,"as"
12276,444,"private sector debts","negative","Causal","any recovery","rik","83.83.13.137","5/1/2017 15:00:44","private debt","economic recovery",3098,449,,8,,"weigh heavy on"
12277,444,"mortgage arrears and non-performing loans","positive","Causal","their balance sheets","femke","212.140.173.242","6/29/2017 19:14:24","credit risk","Overleveraged bank balance sheets",3098,449,,8,,"weigh down"
12278,444,"weigh down their balance sheets","negative","Causal","The banks that were at the root of the crash are still not in full health","femke","212.140.173.242","6/29/2017 19:15:00","Overleveraged bank balance sheets","Prudent banks or financial system",3098,449,,8,,"as"
12279,444,"banks","positive","Causal","of the crash","femke","212.140.173.242","6/29/2017 19:16:29","Banking crisis","Euro-crisis",3098,449,"2-7",8,,"that were at the root"
12280,444,"Continued concerted policy implementation","positive","Causal","Ireland to recover fully from the crisis","rik","83.83.13.137","5/1/2017 15:09:16","European coordination","solving the crisis",3098,449,,8,,"necessary for"
12281,445,"the economy is showing signs of recovery","negative","Causal","to believe that the economic crisis is entering a new phase","femke","212.140.173.242","6/29/2017 19:03:14","economic recovery","Irish crisis",3100,450,,8,,
