"Speech_Content_ID","Speech_ID","Speech_Content_Title","Speech_Content_Description","User_ID"
2723,375,"11-2",,7
2724,375,"12-1",,7
2725,376,"1-2",,7
2726,376,"4-1",,7
2727,376,"6-1",,7
2728,376,"6-3",,7
2729,377,"2-3","Waardevermindering",8
2730,377,"2-4","Inflatie",8
2731,378,"1-1","Mercenary question",8
2732,378,"1-4","Purpose of bailout",8
2733,378,"2-2","Benefitting taxpayers",8
2734,378,"2-3","Reason for save",8
2735,378,"2-4","Euro-altruism",8
2736,378,"2-5","Insane generosity",8
2737,378,"2-6","Panic",8
2738,378,"3-1","The gamble",8
2739,378,"3-2","This charade",8
2740,379,"1-4","banking crisis",8
2741,379,"1-5","international anxiety",8
2742,379,"1-6","Big mistake",8
2743,379,"2-1","the fiscal crisis",8
2744,379,"3-1","Response of the market",8
2745,380,"1-1","IMF bailout",8
2746,380,"1-2","Sovereignty",8
2747,380,"1-3","Cheap rates",8
2748,380,"1-4","Cover needs",8
2749,380,"2-1","red herring",8
2750,380,"2-2","Drama and rethoric",8
2751,380,"2-3","Why worry",8
2752,380,"2-6","Tight relation",8
2753,380,"3-2","Complex process",8
2754,380,"3-3","Gap closure",8
2755,380,"3-4","Croke park",8
2756,380,"3-5","Corporate tax rate",8
2757,380,"4-2","Do what we say",8
2758,380,"4-3","Deviations from projections",8
2759,380,"4-4","More stressful",8
2760,381,"2-3",,7
2761,381,"3-1",,7
2762,381,"3-2",,7
2763,381,"3-3",,7
2764,382,"8-1",,7
2765,382,"8-2",,7
2766,383,"1-5",,1
2767,383,"2-2",,1
2768,383,"2-5",,1
2769,383,"2-6",,1
2770,383,"3-1",,1
2771,383,"3-2",,1
2772,383,"3-3",,1
2773,383,"3-4",,1
2774,383,"4-6",,1
2775,383,"4-7",,1
2776,383,"5-2",,1
2777,383,"5-5",,1
2779,384,"1-6",,1
2780,384,"2-1",,1
2781,384,"2-2",,1
2782,384,"2-6",,1
2783,384,"3-4",,1
2785,384,"4-5",,1
2786,384,"6-3",,1
2787,385,"3-2",,1
2788,385,"3-3",,1
2789,385,"3-4",,1
2790,385,"3-5",,1
2791,385,"4-2",,1
2792,386,"1-4",,1
2793,386,"1-5",,1
2794,387,"2-2",,1
2795,387,"2-3",,1
2796,387,"2-4",,1
2797,387,"6-1",,1
2798,388,"3-3","Kleine overheid",8
2799,389,"11-2","Verzet",8
2800,390,"1-2",,1
2801,390,"2-3",,1
2802,391,"2-3","Responsability",8
2803,391,"3-1","The Dutch position",8
2804,391,"4-1","Never waste good crisis",8
2805,391,"4-2","Growth",8
2806,392,"1-5",,1
2807,392,"1-6",,1
2808,392,"1-7",,1
2809,393,"1-2","Das Thema",8
2810,393,"2-1","Zusammenarbeit",8
2811,393,"2-2","Paukenschlag",8
2812,393,"2-3","Realismus",8
2813,393,"3-1","Euroeinführung",8
2814,393,"3-2","Haushaltdisziplin",8
2815,393,"3-3","3 Prozent",8
2816,393,"4-1","Sixpack",8
2817,393,"4-2","Strukturreformen",8
2818,393,"5-1","Haushaltmedizin",8
2819,393,"5-2","Rolle Europas",8
2820,393,"5-3","strengen Regeln",8
2821,393,"6-2","Europa-Idealismus",8
2822,394,"1-3",,1
2823,394,"1-4",,1
2824,394,"2-2",,1
2825,394,"2-3",,1
2826,394,"2-4",,1
2827,394,"3-1",,1
2828,394,"3-3",,1
2829,394,"3-4",,1
2830,394,"3-5",,1
2831,395,"1-2",,7
2832,395,"1-4",,7
2833,395,"2-1",,7
2834,395,"3-2",,7
2835,395,"3-4",,7
2836,396,"2-2",,7
2837,396,"6-3",,7
2838,396,"9-2",,7
2839,397,"3-1",,7
2840,398,"1-1",,7
2841,399,"2-3",,7
2842,399,"3-2",,7
2843,400,"1-3","First bad process",8
2844,401,"1-2",,7
2845,402,"2-1",,7
2846,403,"1-1",,7
2847,403,"1-2",,7
2848,403,"2-1",,7
2849,403,"2-2",,7
2850,404,"1-2",,7
2851,404,"2-2",,7
2852,404,"3-1",,7
2853,404,"3-2",,7
2855,405,"2-3",,7
2856,405,"3-2",,7
2858,405,"4-2",,7
2860,405,"5-2",,7
2861,405,"6-3",,7
2862,406,"9-2",,7
2863,407,"1-2",,7
2864,408,"2-1",,7
2865,409,"4-1",,7
2866,409,"6-2",,7
2867,410,"14-2",,7
2868,411,"2-2",,1
2869,411,"2-4",,1
2870,411,"4-1",,1
2871,411,"4-3",,1
2872,411,"5-1",,1
2873,411,"5-2",,1
2874,411,"6-2",,1
2875,412,"1-4",,1
2876,412,"2-2",,1
2877,413,"1-2",,1
2878,413,"1-3",,1
2879,413,"2-1",,1
2880,414,"1-3",,1
2881,414,"2-3",,1
2882,414,"3-1",,1
2883,414,"3-2",,1
2884,414,"3-3",,1
2885,414,"5-1",,1
2886,414,"5-3",,1
2887,414,"6-1",,1
2888,414,"7-1",,1
2889,414,"7-2",,1
2890,414,"8-1",,1
2891,414,"8-3",,1
2892,415,"1-3",,7
2893,415,"10-3",,7
2894,416,"10-1",,7
2895,417,"1-3",,7
2896,418,"2-2",,7
2897,419,"4-1",,1
2898,419,"4-2",,1
2899,420,"1-2",,7
2900,420,"1-3",,7
2901,420,"3-1",,7
2902,420,"4-3",,7
2903,420,"5-1",,7
2904,420,"5-2",,7
2906,421,"6-2",,7
2907,421,"5-2",,7
2908,422,"2-1",,7
2909,422,"2-2",,7
2910,422,"2-3",,7
2911,422,"3-2",,7
2912,422,"5-1",,7
2913,423,"5-1",,7
2914,424,"1-1",,7
2915,424,"1-2",,7
2916,424,"2-1",,7
2917,425,"7-1",,1
2918,426,"9-1",,1
2919,427,"7-1",,1
2920,427,"7-2",,1
2921,427,"8-2",,1
2922,427,"9-1",,1
2923,428,"4-2",,1
2924,428,"5-1",,1
2925,428,"10-1",,1
2926,428,"10-2",,1
2927,429,"1-4","Disliked the people who opposed it",8
2928,429,"1-7","Refusing to learn",8
2929,429,"2-1","The first instinct of a Eurocrat",8
2930,429,"2-2","Hammer and nail",8
2931,429,"2-3","Returning to national currencies",8
2932,429,"2-4","the switch",8
2933,429,"2-7","Declaring exit unworkable",8
2934,429,"2-8","Keeping drachma",8
2935,429,"3-1","Greece's tragedy",8
2936,429,"3-2","Productivity lagged behind",8
2937,429,"3-3","Debt growing faster than economy",8
2938,429,"3-4","Catharsis",8
2939,429,"3-5","short term problem",8
2940,429,"3-6","IMF",8
2941,429,"3-7","to keep Greece in the Euro",8
2942,429,"4-1","Greek politicians and central bankers",8
2943,429,"4-2","Primarily an economic endeavour",8
2944,429,"4-3","any statistical problems",8
2945,429,"4-4","War and peace",8
2947,429,"4-6","did almost everything right",8
2948,429,"4-7","low interest rates",8
2949,429,"4-8","no Irish interest rate",8
2951,417,"3-1",,1
2952,430,"21-2",,1
2953,430,"22-1",,1
2954,430,"22-2",,1
2955,430,"22-4",,1
2956,430,"23-1",,1
2957,430,"23-2",,1
2958,430,"24-1",,1
2959,430,"24-2",,1
2960,430,"24-3",,1
2961,430,"24-4",,1
2963,430,"25-3",,1
2965,430,"26-3",,1
2966,430,"26-4",,1
2967,430,"27-1",,1
2968,430,"28-1",,1
2969,430,"28-2",,1
2970,430,"29-3",,1
2971,430,"31-1",,1
2972,431,"1-1","The EU needs a win",8
2973,431,"1-1","Seismic change",8
2974,431,"2-1","a cut in debt",8
2975,431,"2-5","A new EU treaty",8
2976,431,"2-6","This crisis is beneficial",8
2977,432,"1-1","Eurozone",8
2978,432,"1-2","these events",8
2979,432,"1-4","A market rout",8
2980,432,"2-1","what plague does",8
2981,432,"2-2","Suicide by economic crisis",8
2982,432,"2-5","Spain's bleak outlook",8
2983,432,"2-6","Spain's bleak outlook",8
2984,432,"2-7","Housing bubble",8
2985,432,"3-1","Austerity is atonement",8
2986,432,"3-3","Geert Wilders",8
2987,432,"3-5","Pensioners bleed",8
2988,432,"4-4","European elite",8
2989,433,"1-1",,1
2990,433,"1-4",,1
2991,433,"1-5",,1
2992,433,"3-1",,1
2993,433,"3-3",,1
2994,433,"5-3",,1
2995,433,"6-1",,1
2996,434,"2-6",,1
2997,434,"3-4",,1
2998,434,"3-5",,1
3000,434,"3-7",,1
3001,434,"3-8",,1
3002,434,"4-1",,1
3003,434,"4-2",,1
3004,434,"4-3",,1
3005,434,"4-4",,1
3006,435,"1-2","Exchange rate is rising",8
3007,435,"1-3","Deleveraging",8
3008,435,"1-4","Banks blew balance sheet",8
3009,423,"2-1",,7
3010,423,"2-2",,7
3011,423,"2-3",,7
3012,435,"1-5","Less credit",8
3013,435,"2-1","Economic growth",8
3014,435,"2-3","Postponing",8
3015,435,"2-4","capital flight",8
3016,435,"2-5","Interest rates have fallen",8
3017,435,"2-6","interest rate bonus",8
3018,435,"2-7","Balanced budget fetishists",8
3019,435,"2-8","Expansionary fiscal contraction",8
3020,435,"2-9","one-off budget",8
3021,435,"3-2","We aren't spending",8
3022,435,"3-3","Depression economics dilemma",8
3023,435,"3-4","Grind down wages",8
3024,435,"3-6","Regain competitiveness",8
3025,435,"3-8","Risk the prospect of becoming a client state",8
3026,435,"4-1","Nama bonds",8
3027,435,"4-2","They will not entertain default",8
3028,435,"4-4","Vassal state",8
3029,436,"1-1","tough conditions",8
3030,436,"1-2","Strong political will",8
3031,436,"1-3","Listen to the lenders",8
3032,436,"1-5","Dependence on the bond market",8
3033,436,"2-1","Cause-and-effect",8
3034,437,"2-2","Fiscal compact",8
3035,437,"2-3","Little money left",8
3036,437,"2-4","Markets are rallying",8
3037,437,"2-5","Risk-free trade",8
3038,437,"2-6","Free ECB cash",8
3039,437,"2-7","Buy on trade",8
3040,437,"2-8","someone subsidises this trade",8
3041,437,"3-5","Liquidity rally",8
3042,438,"1-1",,7
3043,438,"2-6",,7
3044,438,"4-1",,7
3045,439,"1-3","New version of European democracy",8
3046,439,"1-4","Debt democracy",8
3047,439,"2-1","Austerity and growth",8
3048,439,"2-6","Social breakdown and political chaos",8
3049,439,"2-7","Making a terrible situation worse",8
3050,439,"3-1","Old people perish",8
3051,439,"3-2","A wave of political extremism",8
3052,439,"3-3","political crises, economic causes",8
3053,440,"1-5","Functional financial sector",8
3054,440,"1-6","Invester sentiment",8
3055,440,"2-2","EU-IMF funds",8
3056,440,"2-3","EIB",8
3057,440,"3-1","social consensus",8
3058,440,"3-3","Preserving financial stability",8
3059,440,"3-4","Link between banks and sovereigns",8
3060,440,"3-5","Ireland's strong track record",8
3061,441,"1-1",,7
3062,442,"1-3",,7
3063,442,"2-2",,7
3064,443,"1-1",,7
3065,443,"1-2",,7
3066,443,"1-3",,7
3067,443,"2-1",,7
3068,443,"2-2",,7
3069,444,"1-1","Worst crash in the world",8
3070,444,"1-2","Why was that",8
3071,444,"1-3","Europe made things worse",8
3072,444,"1-4","We run out of money",8
3073,444,"1-5","Government to blame",8
3074,444,"2-2","Big debt",8
3075,444,"2-3","Steps forward",8
3076,445,"1-2","Extraordinary collapse",8
3077,445,"1-3","The point of insolvency",8
3078,445,"1-4","Unsafe bonds",8
3079,445,"2-1","Not out of the woods",8
3080,445,"2-3","Citizens paying the bill",8
3081,445,"2-4","Between a rock and a hard place",8
3082,445,"2-5","Kiss goodbye to 450m",8
3083,445,"3-1","What can't go, usually doesn't",8
3084,446,"2-2","aid package",8
3085,446,"2-3","Euro will be weakened",8
3086,446,"2-4","Heroic irony",8
3087,447,"1-1","Optimistic comments",8
3088,447,"1-3","We have a powerful case",8
3089,447,"1-4","collective recapitalisation",8
3090,447,"2-1","Kicking the can down the road",8
3091,448,"1-1","Greek government formation",8
3092,448,"1-2","New coalition",8
3093,448,"1-3","Germany's point of view",8
3094,448,"1-4","Fiscal union",8
3095,448,"1-5","Patchwork will no longer serve",8
3096,449,"1-3","Loss of sovereignty",8
3097,449,"2-1","Eurozone economic powerhouse",8
3098,449,"2-3","Challenges remain",8
3099,449,"2-4","Ireland adaptable and dynamic",8
3100,450,"1-1","Entering a new phase",8
3101,451,"1-2","Similar situation",8
3102,451,"2-1","a fiscal disaster",8
3103,451,"2-2","Gained respect",8
3104,452,"1-2",,1
3105,452,"1-3",,1
3106,452,"1-4",,1
3107,452,"2-1",,1
3108,452,"2-2",,1
3109,452,"2-3",,1
3110,452,"3-1",,1
3111,453,"1-2",,7
3112,454,"1-2",,7
3113,455,"1-1",,7
3114,455,"1-2",,7
3115,455,"1-3",,7
3116,456,"1-1",,1
3117,457,"1-1",,7
3118,458,"1-1",,1
3119,458,"1-2",,1
3120,459,"1-1",,1
3121,459,"1-2",,1
3122,460,"1-2",,1
3123,460,"1-3",,1
3124,460,"1-4",,1
3125,460,"2-1",,1
3126,460,"2-2",,1
3127,460,"3-1",,1
3128,461,"1-1",,1
3129,462,"1-1",,1
3130,462,"1-3",,1
3131,462,"1-4",,1
3132,462,"2-1",,1
3133,462,"2-2",,1
3134,462,"2-3",,1
3135,463,"1-1",,1
3136,463,"1-2",,1
3137,463,"2-1",,1
3138,463,"2-2",,1
3139,464,"1-1","European cooperation",8
3140,464,"1-2","The prevailing intention was",8
3141,464,"1-3","Greeks plan",8
3142,464,"1-4","Two separate programs",8
3143,464,"1-5","Creating development fund",8
3144,464,"2-1","act rapidly",8
3145,464,"2-3","Eurobonds",8
3146,464,"2-4","internal cohesion",8
3147,465,"1-3","the real problems",8
3148,465,"2-2","Break up discipline",8
3149,465,"2-3","Short sighted strategy",8
3150,466,"1-6","Greater uncertainty",8
3151,466,"2-6","Pointing the finger to Germany",8
3152,467,"1-3","German pre-election dynamic",8
3153,467,"1-4","Intervention by the ECB",8
3154,467,"2-1","the paradox",8
3155,467,"2-2","Needing more time",8
3156,467,"2-3","the rules for recapitalisation",8
3157,467,"2-4","Principle is questioned",8
3158,467,"2-5","A new front",8
3159,467,"2-6","the single European banking supervision",8
3160,467,"2-7","a compromise",8
3161,467,"2-8","The biggest question mark",8
3162,467,"3-1","Spain problems",8
3163,468,"1-1",,7
3164,468,"1-2",,7
3165,468,"1-3",,7
3166,468,"2-1",,7
3167,468,"2-2",,7
3168,468,"3-1",,7
3169,468,"3-2",,7
3170,468,"3-3",,7
3171,468,"4-1",,7
3172,468,"4-2",,7
3173,468,"5-1",,7
3174,468,"5-2",,7
3175,468,"5-3",,7
3176,468,"6-1",,7
3177,468,"6-2",,7
3178,469,"1-1",,1
3179,469,"1-2",,1
3180,469,"1-3",,1
3181,470,"1-2",,1
3182,470,"2-1",,1
3183,470,"2-2",,1
3184,471,"1-1",,7
3185,471,"1-2",,7
3186,471,"2-2",,7
3187,471,"3-1",,7
3188,473,"1-1",,7
3189,473,"1-2",,7
3190,473,"1-4",,7
3191,473,"2-1",,7
3192,473,"2-2",,7
3193,473,"2-3",,7
3194,473,"3-1",,7
3195,473,"3-2",,7
3196,473,"3-3",,7
3197,474,"1-2","Two important bailout measures",8
3198,474,"1-4","Foreign debt",8
3199,474,"1-5","increase debt",8
3200,474,"2-1","Free transfers",8
3201,474,"2-2","reduce QE effectiveness",8
3202,474,"2-3","Weaken ECB commitment",8
3203,474,"2-4","Mandatory condition",8
3204,474,"2-5","New deep crisis",8
3205,475,"1-2","A major creditor",8
3206,475,"1-3","Hiding egoism",8
3207,475,"2-1","Euro-sceptical sentiments",8
3208,475,"2-3","German bailout",8
3209,475,"2-4","international macroeconomics",8
3210,475,"3-1","joint EU action",8
3211,476,"1-1","bailout",8
3212,476,"1-2","Unusual speed",8
3213,476,"1-3","EMF",8
3214,476,"2-1","SGP measures",8
3215,476,"2-2","ECB actions",8
3216,476,"3-2","War between the currencies",8
3217,476,"3-3","Can the Euro resist",8
3218,477,"1-2","Negative growth",8
3219,477,"1-3","mismanagement",8
3220,477,"2-1","Double dip recession",8
3221,477,"2-2","long term perspecitve",8
3222,477,"2-3","restore confidence",8
3223,478,"1-1","tax evaders",8
3224,479,"1-3","German interference",8
3225,479,"1-4","Monti fell",8
3226,479,"2-1","The destruction of national states",8
3227,479,"2-2","Ignoring human side",8
3228,479,"2-3","Tidied up Italy's accounts",8
3229,479,"2-5","One of the biggest lies",8
3230,479,"3-1","Italy may leave the eruo",8
3231,480,"1-2","public finances in disorder",8
3232,480,"1-3","makets on downturn",8
3233,480,"1-4","Twenty years of consolidiation",8
3234,480,"2-2","Intergovernmental",8
3235,480,"2-3","Exposed trough banks",8
3236,472,"1-1",,1
3237,472,"1-2",,1
3238,472,"1-3",,1
3239,472,"2-1",,1
3240,472,"2-2",,1
3241,472,"2-3",,1
3242,472,"2-4",,1
3243,481,"1-3",,1
3244,482,"1-1","European Monetary System crisis",8
3245,482,"1-2","Economic divergence",8
3246,482,"1-3","Regular adjustments",8
3247,482,"1-4","The withdrawal of the lira",8
3248,482,"2-1","Relevant analogies",8
3249,482,"2-2","Creative finance activities",8
3250,482,"2-5","Monetary rigidity",8
3251,483,"1-3","Germany is more virtuous",8
3252,483,"1-4","Dumping",8
3253,484,"1-1","Risk of contagion",8
3254,484,"1-2","a reform of banking surveillance",8
3255,484,"1-3","bear the risks of all bank depositis",8
3256,484,"1-4","absence of common decisionmaking",8
3257,484,"2-3","Every reason to fear the worst",8
3258,485,"1-2","Relative bond spread",8
3259,485,"1-4","Extraordinary measure",8
3260,485,"2-1","Liquidity to local authorities",8
3261,485,"2-2","Speculation crucial role",8
3262,486,"2-1",,1
3263,487,"1-2","Berlin-centred euro",8
3264,487,"1-3","Germany's role",8
3265,487,"1-4","Collapse of the euro",8
3266,487,"1-5","Eurozone under pressure",8
3267,487,"2-1","Testing the old continent economies",8
3268,487,"2-3","No separation",8
3269,487,"2-4","Expose interests in Berlin",8
3270,488,"1-4","The current crisis",8
3271,489,"1-1","Hiding plans",8
3272,489,"1-2","No concrete content",8
3273,489,"1-3","Speculation",8
3274,489,"2-1","G-summits, meetings and committees",8
3275,489,"2-2","Greece and the euro weakness",8
3276,489,"2-3","Major debtors",8
3277,489,"3-1","Say explicitly what their goal is",8
3278,489,"3-2","a high public debt future",8
3279,489,"3-3","Which exit strategy",8
3280,490,"2-3","10 years of progress report",8
3281,490,"3-2","Independent agencies",8
3282,490,"3-3","Growth and fiscal sustainability",8
3283,490,"4-1","European Monetary Fund",8
3284,490,"4-2","Systematic violation of rules",8
3285,491,"1-1",,7
3286,491,"2-3",,7
3287,491,"3-1",,7
3288,492,"1-1","Nothing seems to work",8
3289,492,"1-4","ECB asset purchases",8
3290,492,"2-1","The protective shield",8
3291,492,"2-2","Exiting the eurozone",8
3292,492,"1-2","Complexity of the crisis",8
3293,493,"1-2","public balance solidity",8
3294,493,"1-3","fiscal consolidation",8
3295,493,"1-4","The lack of coordination",8
3296,493,"2-1","Global influence in limited",8
3297,493,"2-6","Shifting responsibility",8
3298,494,"1-4","European Union resilience",8
3299,494,"2-4","Budget plan",8
3300,494,"3-1","Additional measures",8
3301,494,"3-2","Avoiding austerity",8
3302,494,"3-4","Referendum",8
3303,494,"3-5","We need to act quickly",8
3304,495,"1-3","PIGs",8
3305,495,"1-4","Austerity is negative",8
3306,495,"2-2","Quantitative Easing",8
3307,495,"2-5","Growth plan",8
3308,495,"2-6","Unbalanced Eurozone",8
3309,495,"3-1","Boost investment",8
3310,495,"3-3","EIB",8
3311,495,"3-4","Active role EIB",8
3312,495,"3-6","Vicious circle",8
3313,496,"1-1",,1
3314,496,"1-2",,1
3315,496,"2-1",,1
3316,496,"2-2",,1
3317,496,"3-1",,1
3318,496,"4-1",,1
3319,497,"1-2",,7
3320,497,"2-1",,7
3321,497,"3-1",,7
3322,497,"4-3",,7
3323,497,"4-4",,7
3324,497,"5-2",,7
3325,498,"1-3",,7
3326,498,"1-4",,7
3327,498,"2-3",,7
3328,498,"3-1",,7
3329,498,"4-1",,7
3330,498,"4-2",,7
3331,498,"5-2",,7
3332,499,"1-2",,7
3333,499,"1-3",,7
3334,499,"2-3",,7
3335,500,"1-1","Euro et Grece",8
3336,500,"1-2","dépourvue de gouvernement économique",8
3337,500,"1-3","L'AED",8
3338,500,"2-1","Quels avantages",8
3339,500,"2-2","véritable marche",8
3340,500,"2-3","des obligations publiques",8
3341,500,"2-4","deux rules supplementaires",8
3342,500,"3-1","le même enthausiasme",8
3343,500,"3-2","no bailout",8
3344,500,"3-3","questions européennes typiques",8
3345,501,"1-1",,7
3346,501,"1-2",,7
3347,501,"1-3",,7
3348,501,"2-1",,7
3349,501,"2-2",,7
3350,502,"1-3",,7
3351,502,"1-4",,7
3352,502,"2-1",,7
3353,502,"2-2",,7
3354,502,"2-3",,7
3355,503,"2-2",,7
3356,503,"2-3",,7
3357,503,"3-1",,7
3358,503,"3-2",,7
3359,503,"3-3",,7
3360,503,"4-1",,7
3361,503,"4-2",,7
3362,504,"1-1",,7
3363,504,"1-3",,7
3364,504,"1-4",,7
3365,504,"2-2",,7
3366,504,"2-4",,7
3367,505,"1-2","the renewed rigor",8
3368,505,"1-4","The cries of the good apostels",8
3369,505,"2-1","Grexit unacceptable",8
3370,505,"3-2","What to do",8
3371,505,"3-3","Implement with vigor",8
3372,506,"1-2","A decree of excommunication",8
3373,506,"1-3","leave the ship",8
3374,507,"1-1","Main challenges",8
3375,507,"1-2","freedom of action",8
3376,507,"1-4","coercive mechanisms",8
3377,507,"2-1","Legal corset",8
3378,507,"2-2","Reformism",8
3379,507,"2-4","Less restrictive",8
3380,508,"1-1","the idea of a government of the euro area",8
3381,508,"1-3","Constructive meetings",8
3382,508,"2-2","Grexit bluffing",8
3383,508,"2-5","Rock star Varoufakis",8
3384,509,"2-1",,7
3385,510,"1-1",,7
3386,510,"1-2",,7
3387,510,"2-1",,7
3388,511,"1-2",,7
3389,511,"2-2",,7
3390,511,"2-3",,7
3391,512,"1-1",,7
3392,512,"1-2",,7
3393,512,"2-1",,7
3395,512,"2-3",,7
3396,512,"2-4",,7
3397,513,"1-4",,7
3398,514,"1-1",,7
3399,514,"1-2",,7
3400,514,"1-4",,7
3401,515,"1-1",,7
3402,515,"1-2",,7
3403,516,"1-2",,7
3404,517,"1-4",,7
3405,517,"2-1",,7
3406,518,"1-1",,7
3407,518,"1-2",,7
3408,518,"1-3",,7
3409,519,"1-1",,7
3410,519,"1-2",,7
3411,519,"1-4",,7
3412,519,"2-2",,7
3413,519,"2-3",,7
3414,519,"2-4",,7
3415,519,"2-5",,7
3416,520,"1-1",,7
3417,520,"1-2",,7
3418,520,"1-3",,7
3419,520,"1-4",,7
3420,520,"2-1",,7
3421,520,"2-3",,7
3422,520,"2-4",,7
3423,520,"3-1",,7
3424,520,"3-2",,7
3425,521,"1-1",,1
3426,521,"1-2",,1
3427,521,"1-3",,1
3428,521,"2-1",,1
3429,522,"1-1",,7
3430,522,"1-2",,7
3431,522,"1-3",,7
3432,522,"2-1",,7
3433,522,"2-2",,7
3434,523,"6-2",,1
3435,523,"7-1",,1
3436,523,"8-1",,1
3437,523,"8-2",,1
3438,524,"1-1",,7
3439,524,"1-2",,7
3440,524,"2-1",,7
3441,525,"23-5",,1
3442,525,"24-3",,1
3443,526,"1-2",,7
3444,526,"2-1",,7
3445,527,"3-k1-1",,1
3446,527,"6-k2-2",,1
3447,527,"6-k2-6",,1
3448,527,"7-k2-6",,1
3449,527,"7-k2-7",,1
3450,527,"8-k1-1",,1
3451,527,"8-k1-3",,1
3452,527,"8-k1-4",,1
3453,527,"8-k1-5",,1
3454,527,"8-k1-7",,1
3455,527,"8-k2-2",,1
3456,528,"6-k1-5",,1
3457,528,"15-k2-3",,1
3458,528,"15-k2-4",,1
3459,528,"16-k1-1",,1
3460,528,"16-k1-2",,1
3461,528,"16-k1-3",,1
3462,528,"19-k1-1",,1
3463,529,"1-2",,7
3464,529,"2-1",,7
3465,530,"1-1",,7
3466,530,"1-2",,7
3467,530,"1-3",,7
3468,530,"2-1",,7
3469,531,"1-3",,7
3470,531,"2-1",,7
3471,532,"2-1",,7
3472,533,"1-1",,7
3473,533,"2-2",,7
3474,534,"1-2",,7
3475,535,"1-1",,7
3476,535,"1-2",,7
3477,535,"2-1",,7
3478,535,"2-2",,7
3479,535,"3-1",,7
3480,535,"3-2",,7
3481,535,"3-4",,7
3482,535,"4-1",,7
3483,535,"4-3",,7
3484,535,"4-4",,7
3485,535,"5-2",,7
3486,535,"5-3",,7
3487,536,"1-2",,7
3488,536,"2-3",,7
3489,536,"3-1",,7
3490,536,"3-2",,7
3491,537,"1-3",,7
3492,537,"2-1",,7
3493,537,"2-2",,7
3494,537,"2-3",,7
3495,537,"3-2",,7
3496,537,"3-3",,7
3497,537,"3-4",,7
3498,537,"3-5",,7
3499,537,"4-2",,7
3500,537,"5-1",,7
3501,538,"1-2",,7
3502,538,"2-1",,7
3503,538,"2-2",,7
3504,538,"3-2",,7
3505,538,"5-1",,7
3506,539,"1-3",,7
3507,539,"2-2",,7
3508,539,"3-1",,7
3509,539,"3-2",,7
3510,540,"1-3",,7
3511,540,"2-5",,7
3512,540,"3-1",,7
3513,540,"3-2",,7
3514,540,"3-3",,7
3515,540,"6-4",,7
3516,540,"12-1",,7
3517,540,"6-3",,7
3518,541,"1-2",,7
3519,541,"2-1",,7
3520,542,"1-2",,7
3521,542,"2-1",,7
3522,542,"2-3",,7
3523,542,"3-1",,7
3524,542,"3-2",,7
3525,542,"3-3",,7
3526,542,"4-2",,7
3527,542,"4-3",,7
3528,542,"4-4",,7
3529,542,"6-1",,7
3530,542,"7-2",,7
3531,542,"8-3",,7
3532,542,"11-2",,7
3533,542,"13-2",,7
3534,542,"13-3",,7
3535,542,"13-4",,7
3536,542,"15-1",,7
3537,543,"1-3",,7
3538,543,"3-2",,7
3539,543,"3-3",,7
3540,544,"1-1",,9
3541,545,"3-1","Strong currency union",9
3542,545,"3-2","SGP",9
3543,545,"3-3","SGP & bail-outs",9
3544,545,"3-5","Sound budgets",9
3545,545,"3-6","EMF",9
3546,545,"3-7","EMF and commission",9
3547,545,"3-8","Restructuring",9
3548,546,"2-3",,1
3549,546,"2-5",,1
3550,546,"2-8",,1
3551,546,"2-10",,1
3552,546,"3-1",,1
3553,546,"3-2",,1
3554,546,"3-3",,1
3555,546,"3-4",,1
3556,546,"3-5",,1
3557,546,"4-1",,1
3558,546,"4-6",,1
3559,546,"5-4",,1
3560,547,"1-1",,1
3561,547,"1-2",,1
3562,547,"1-3",,1
3563,547,"1-4",,1
3564,547,"1-5",,1
3565,547,"1-6",,1
3566,547,"1-8",,1
3567,547,"2-1",,1
3568,547,"2-4",,1
3569,547,"3-6",,1
3570,547,"4-3",,1
3571,548,"2-1",,1
3572,548,"2-2",,1
3573,548,"2-3",,1
3574,548,"2-4",,1
3575,549,"1-1","excerpt",1
3576,549,"1-2","excerpt",1
3577,549,"1-4","excerpt",1
3578,550,"6-3",,1
3579,550,"6-4",,1
3580,550,"7-1",,1
3581,550,"7-3",,1
3582,550,"8-1",,1
3583,550,"8-2",,1
3584,550,"8-3",,1
3585,550,"9-1",,1
3586,550,"10-2",,1
3587,550,"11-1",,1
3588,550,"12-1",,1
3589,550,"12-2",,1
3590,551,"2-1",,1
3591,551,"2-2",,1
3592,551,"2-3",,1
3593,551,"2-4",,1
3594,551,"2-5",,1
3595,551,"2-6",,1
3596,551,"3-6",,1
3597,551,"3-8",,1
3598,551,"4-6",,1
3599,551,"4-7",,1
3600,551,"4-8",,1
3601,551,"5-2",,1
3602,552,"2-8",,1
3603,552,"2-9",,1
3604,553,"2-8",,1
3605,553,"5-3",,1
3606,554,"4-2",,1
3607,554,"4-3",,1
3608,554,"4-4",,1
3609,555,"1-1",,1
3610,555,"1-2",,1
3611,555,"1-3",,1
3612,555,"2-1",,1
3613,555,"5-5",,1
3614,555,"5-6",,1
3615,555,"6-1",,1
3616,555,"8-1",,1
3617,556,"2-6",,1
3618,556,"2-7",,1
3619,556,"7-2",,1
3620,557,"2-4",,1
3621,557,"3-2",,1
3622,557,"4-1",,1
3623,557,"4-4",,1
3624,558,"5-5",,1
3625,558,"5-6",,1
